system:index,date,.geo
387,2017-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
388,2017-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
389,2017-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
390,2017-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
391,2018-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
392,2018-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
393,2018-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
394,2018-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
395,2018-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
396,2018-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
397,2018-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
398,2018-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
399,2018-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
400,2018-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
401,2018-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
402,2018-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
403,2018-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
404,2018-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
405,2018-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
406,2018-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
407,2018-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
408,2018-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
409,2018-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
410,2018-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
411,2018-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
412,2018-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
413,2018-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
414,2019-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
415,2019-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
416,2019-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
417,2019-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
418,2019-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
419,2019-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
420,2019-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
421,2019-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
422,2019-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
423,2019-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
424,2019-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
425,2019-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
426,2019-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
427,2019-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
428,2019-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
429,2019-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
430,2019-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
431,2019-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
432,2019-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
433,2019-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
434,2019-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
435,2019-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
436,2019-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
437,2020-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
438,2020-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
439,2020-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
440,2020-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
441,2020-03-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
442,2020-03-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
443,2020-04-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
444,2020-04-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
445,2020-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
446,2020-05-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
447,2020-06-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
448,2020-06-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
449,2020-07-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
450,2020-07-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
451,2020-08-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
452,2020-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
453,2020-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
454,2020-09-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
455,2020-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
456,2020-10-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
457,2020-11-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
458,2020-12-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
459,2020-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
460,2021-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
461,2021-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
462,2021-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
463,2021-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
464,2021-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
465,2021-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
466,2021-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
467,2021-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
468,2021-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
469,2021-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
470,2021-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
471,2021-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
472,2021-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
473,2021-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
474,2021-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
475,2021-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
476,2021-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
477,2021-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
478,2021-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
479,2021-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
480,2021-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
481,2021-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
482,2021-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
483,2022-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
484,2022-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
485,2022-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
486,2022-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
487,2022-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
488,2022-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
489,2022-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
490,2022-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
491,2022-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
492,2022-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
493,2022-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
494,2022-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
495,2022-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
496,2022-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
497,2022-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
498,2022-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
499,2022-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
500,2022-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
501,2022-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
502,2022-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
503,2022-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
504,2022-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
505,2022-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
506,2023-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
507,2023-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
508,2023-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
509,2023-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
510,2023-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
511,2023-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
512,2023-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
513,2023-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
514,2023-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
515,2023-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
516,2023-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
517,2023-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
518,2023-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
519,2023-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
520,2023-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
521,2023-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
522,2023-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
523,2023-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
524,2023-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
525,2023-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
526,2023-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
527,2023-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
528,2023-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
529,2024-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
530,2024-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
531,2024-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
532,2024-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
533,2024-03-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
534,2024-03-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
535,2024-04-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
536,2024-04-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
537,2024-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
538,2024-05-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
539,2024-06-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
540,2024-06-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
541,2024-07-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
542,2024-07-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
543,2024-08-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
544,2024-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
545,2024-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
546,2024-09-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
547,2024-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
548,2024-10-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
549,2024-11-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
550,2024-12-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
551,2024-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
552,2025-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
553,2025-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
554,2025-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
555,2025-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
556,2025-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
557,2025-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
558,2025-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
559,2025-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
560,2025-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
561,2025-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
562,2025-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
563,2025-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
564,2025-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
565,2025-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
566,2025-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
567,2025-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
568,2025-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
569,2025-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
570,2025-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
571,2025-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
572,2025-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
573,2025-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
574,2025-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
575,2026-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
576,2026-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
577,2026-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
578,2026-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
579,2026-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
580,2026-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
